20,33,73,83
13,71,88,18
94,64,96,104
108,77,0,122
97,120,8,103
108,82,124,107
40,45,36,63
54,99,103,32
99,90,71,106
95,120,120,73
70,10,96,86
1,116,61,63
53,39,35,68
99,84,29,105
117,94,118,23
117,83,126,98
85,101,104,59
38,4,5,21
90,57,43,110
43,73,26,38
8,84,82,72
101,2,109,32
36,46,20,13
80,22,99,109
70,90,29,97
98,95,91,96
79,62,92,55
126,121,4,28
103,6,33,79
46,36,106,72
77,6,64,73
4,2,49,48
90,112,59,120
9,36,110,126
84,90,120,60
108,106,79,98
26,42,64,54
19,108,57,31
17,38,71,117
110,50,96,21
40,16,64,34
18,37,54,113
126,57,125,13
24,83,104,97
84,48,85,108
21,26,37,70
27,83,33,88
112,43,9,97
120,6,58,39
27,37,53,82
81,40,14,115
65,125,41,26
10,82,119,36
32,70,53,48
53,27,49,14
108,48,70,48
39,77,78,60
50,39,39,87
112,115,67,56
87,31,77,45
102,110,65,45
96,63,106,65
11,69,33,105
105,43,50,23
49,9,91,100
61,104,72,126
102,90,24,17
39,90,124,19
92,13,10,94
55,20,22,127
5,80,95,101
81,60,17,99
78,17,68,114
2,115,62,76
20,44,120,43
46,88,2,102
93,1,57,49
88,58,88,108
63,40,64,73
80,100,13,118
61,33,83,47
79,86,39,62
60,127,109,84
10,6,33,79
43,39,61,110
0,76,52,127
45,102,56,95
88,86,26,72
34,47,65,28
68,119,62,72
47,10,111,74
6,117,0,29
79,73,36,5
74,119,79,53
78,61,60,81
60,96,121,8
13,89,92,84
56,7,40,1
22,32,80,33
77,85,65,108
41,27,76,126
43,121,75,79
17,3,64,34
114,122,88,84
32,117,76,14
67,27,96,105
97,67,76,81
59,18,48,120
43,100,64,12
9,73,59,38
74,88,84,74
119,116,22,33
77,70,123,70
101,96,59,77
83,100,54,98
75,18,24,13
37,55,43,64
113,94,67,32
84,115,97,115
72,65,37,52
66,75,24,121
81,109,24,85
41,58,71,53
40,17,48,17
64,90,107,93
114,15,81,74
71,8,9,81
9,102,10,67
103,46,65,13
81,60,42,34
112,55,10,114
92,32,53,59
15,65,77,76
22,30,116,18
89,80,39,30
65,6,1,55
6,89,70,81
80,63,92,31
104,41,109,13
35,64,21,90
66,56,95,45
117,88,88,21
90,56,104,57
60,16,64,5
13,38,16,34
4,16,100,96
18,106,110,122
88,31,68,74
125,26,103,11
114,93,100,32
74,35,13,90
8,11,88,49
112,46,41,47
51,78,99,44
99,66,106,112
7,122,47,2
73,58,123,47
17,4,108,65
32,88,72,115
25,3,53,110
52,61,95,89
29,12,58,38
5,89,6,89
28,18,77,64
45,97,53,21
112,99,19,0
26,8,58,42
9,25,68,92
12,95,13,57
4,104,108,19
77,85,70,92
52,79,79,91
90,110,8,122
95,110,63,55
67,122,18,112
117,45,51,102
34,24,127,65
83,64,43,62
65,15,52,8
14,125,121,50
10,26,59,23
22,67,57,7
8,83,73,67
127,44,83,65
118,45,121,1
103,9,1,5
71,113,49,28
23,38,10,58
104,87,121,108
17,10,98,114
122,125,2,3
110,124,26,14
104,29,92,9
120,65,30,122
111,106,97,122
32,17,88,47
48,80,12,58
6,124,15,15
38,53,9,114
111,13,72,23
90,43,113,108
31,8,60,47
97,11,62,41
41,95,123,96
89,15,50,15
123,11,4,98
18,45,111,73
115,2,36,44
112,20,70,102
0,78,46,28
107,62,64,6
85,74,36,32
112,56,15,1
3,33,14,87
91,92,71,123
50,127,98,41
123,95,62,24
16,51,9,33
39,33,47,13
120,124,12,87
9,111,74,123
17,11,58,82
110,101,9,9
71,23,37,11
120,75,48,115
1,113,108,55
76,123,16,70
70,20,6,46
84,88,62,52
118,121,53,109
103,30,12,3
116,91,31,58
54,103,48,56
69,121,109,45
26,91,51,76
39,63,51,94
82,51,82,62
113,39,65,73
11,58,37,28
2,3,84,96
27,58,118,27
58,36,33,22
100,78,98,125
35,115,85,35
36,39,111,61
113,35,80,11
104,20,101,109
62,61,126,108
6,30,97,3
113,10,72,78
60,55,46,66
116,82,61,71
9,26,22,57
99,44,65,112
10,23,121,76
27,26,13,47
85,40,33,117
23,118,20,31
68,72,94,124
56,34,97,83
103,54,21,17
51,62,55,2
93,70,37,71
115,30,72,30
8,63,123,15
121,125,23,12
19,33,124,12
61,108,13,94
8,11,97,14
93,51,20,118
42,103,101,62
103,103,19,46
5,76,46,47
51,48,76,53
69,1,4,3
116,57,51,123
106,79,6,20
44,9,20,26
44,75,41,35
92,0,78,84
126,10,123,56
114,116,62,96
40,37,52,105
1,112,98,75
50,62,68,121
11,73,7,115
85,55,53,80
31,75,89,39
114,119,75,112
94,117,87,31
6,59,116,42
106,82,83,40
66,29,62,119
2,10,42,115
34,110,30,6
36,14,50,27
85,102,116,8
38,62,70,24
18,5,107,31
103,22,28,121
112,90,87,62
77,21,33,78
31,89,103,3
101,35,62,97
80,49,33,58
33,107,12,106
115,7,43,62
85,43,7,27
83,76,34,37
20,47,19,114
123,81,66,68
98,66,38,106
40,7,85,19
28,127,36,56
114,105,124,95
64,13,126,118
62,26,126,4
65,119,99,31
76,7,108,89
67,111,91,0
65,97,22,79
63,91,79,78
71,105,80,43
28,74,32,42
81,51,70,32
125,115,10,28
100,17,43,103
24,7,54,11
67,17,45,98
23,79,124,101
0,123,74,39
12,29,115,91
42,117,46,66
66,47,17,18
83,12,110,61
55,110,62,107
93,114,17,23
61,86,84,17
20,123,113,94
89,38,53,39
66,111,49,104
26,5,43,127
0,109,9,20
62,93,6,122
41,60,108,84
30,98,101,65
8,14,127,44
126,79,80,46
89,62,46,26
112,2,113,79
100,99,20,103
49,76,52,44
50,115,63,0
99,91,104,108
67,19,76,42
89,67,108,69
11,17,29,93
14,104,56,20
106,102,106,110
61,2,28,76
22,122,42,3
124,43,46,85
114,66,91,55
125,14,29,68
8,73,96,69
49,89,18,91
104,92,69,61
23,62,9,91
75,63,83,104
67,120,44,112
25,100,13,39
34,91,61,119
104,59,65,39
68,24,95,36
60,102,127,121
123,12,29,18
4,22,107,37
72,124,33,111
65,41,108,11
48,78,85,42
24,16,0,113
54,109,16,124
9,67,110,57
78,42,80,125
51,31,82,121
56,114,100,102
62,37,25,29
118,2,54,90
121,71,17,22
117,47,123,45
17,97,96,127
91,25,24,61
48,94,96,116
102,50,72,15
31,104,91,76
119,42,40,3
10,86,107,39
1,100,87,29
52,0,65,80
56,73,36,103
121,108,77,21
113,100,48,55
58,53,77,101
90,73,62,19
67,106,3,6
42,9,89,65
9,126,80,115
64,105,69,2
28,67,48,17
14,82,48,65
89,94,44,97
121,16,70,115
6,74,97,51
101,119,104,52
29,61,1,78
59,78,107,39
52,55,45,53
111,101,90,79
2,59,68,76
21,96,91,58
51,87,84,70
67,103,125,113
78,51,126,89
21,7,76,63
20,0,54,103
76,49,44,8
104,69,0,86
34,96,27,124
95,46,75,127
13,24,26,37
69,11,63,66
70,6,31,100
6,109,115,78
11,48,19,0
117,78,25,120
56,63,116,55
36,102,74,123
120,19,101,45
23,114,78,35
78,109,6,94
51,57,73,15
7,20,28,63
116,90,96,67
39,15,26,101
23,120,126,2
0,19,98,37
123,2,33,95
84,127,12,67
35,119,127,53
122,65,57,104
98,25,47,74
34,68,22,42
96,55,120,2
94,7,78,39
44,71,26,28
106,39,70,55
100,38,2,51
5,90,46,126
86,126,120,47
16,79,123,33
101,121,127,27
35,54,22,29
98,107,37,95
109,43,24,74
79,96,79,6
84,126,27,80
14,123,113,73
127,93,55,79
39,82,6,86
109,10,118,58
109,126,119,71
127,117,23,120
106,47,120,119
109,25,37,125
30,89,99,116
51,49,5,46
51,125,70,119
63,111,47,18
116,95,104,103
47,3,7,72
107,123,72,2
18,90,64,25
55,48,25,122
83,38,125,97
52,82,112,115
127,93,99,78
79,70,119,69
52,115,3,8
96,25,12,85
77,72,26,120
22,2,107,33
63,72,75,124
41,114,5,123
4,119,15,6
6,109,100,111
80,46,59,51
112,3,120,120
22,119,37,21
20,115,112,82
122,18,126,124
59,3,77,58
89,87,36,55
105,87,113,58
76,58,88,105
65,34,43,10
29,95,65,22
73,33,75,100
63,78,120,78
46,14,106,32
13,112,68,91
79,61,59,30
31,34,125,18
121,68,89,40
47,77,7,118
96,32,23,12
44,13,5,5
117,7,17,88
47,16,23,31
113,20,63,47
39,6,107,28
104,41,15,113
67,126,48,73
0,16,121,101
25,73,11,36
106,107,96,91
100,12,76,60
103,55,117,56
14,72,63,91
69,58,24,37
28,76,34,40
88,90,72,26
2,31,90,14
29,127,83,36
35,127,45,105
66,48,10,119
71,88,90,8
23,82,5,110
23,13,28,51
78,5,100,51
26,46,33,23
76,53,89,0
7,50,91,122
77,34,71,121
49,34,95,94
57,56,85,60
16,1,121,61
69,49,26,127
122,18,0,51
119,41,15,7
78,32,42,16
98,82,7,19
84,27,85,91
122,40,52,79
104,103,36,13
15,48,60,33
115,3,55,68
17,71,16,41
107,30,27,118
109,77,89,127
67,110,107,33
104,11,106,85
53,55,25,75
119,65,70,56
122,19,124,9
86,6,109,98
66,28,113,18
4,55,61,22
30,73,90,112
43,67,90,48
127,116,19,5
110,100,52,46
63,8,108,45
65,81,72,19
126,11,115,1
35,47,3,44
45,74,103,75
19,32,46,88
51,33,89,85
84,90,107,31
86,92,27,119
29,127,2,109
13,101,65,78
11,91,74,9
37,12,3,50
53,108,24,95
35,86,34,42
104,55,72,104
11,86,73,27
58,125,24,10
50,79,76,68
60,15,27,8
5,87,16,5
50,35,58,20
50,120,36,44
82,35,79,79
81,79,50,35
66,8,20,29
65,97,121,108
18,23,41,78
25,104,65,127
27,63,46,66
28,9,61,71
81,42,124,80
83,6,1,6
47,19,40,71
119,8,82,31
127,34,47,40
22,97,31,92
114,42,42,28
93,35,59,81
3,61,42,7
35,35,100,80
88,68,97,10
113,12,100,64
108,73,112,6
96,86,39,15
86,81,71,56
58,8,72,80
86,71,40,61
12,83,57,118
47,26,124,89
71,56,56,18
45,56,80,19
100,124,14,41
62,82,101,53
105,89,118,96
18,104,98,16
126,3,101,68
12,42,95,81
62,27,113,45
40,119,25,115
27,113,39,84
98,82,54,126
87,110,99,63
5,77,52,66
37,63,70,106
39,2,48,5
39,111,0,28
7,85,84,31
43,47,93,115
63,104,95,47
20,69,11,109
78,40,84,32
16,49,66,45
43,40,5,119
83,31,2,10
26,113,70,94
39,20,93,98
57,52,63,21
90,31,44,122
76,77,98,16
11,57,121,56
105,63,65,42
43,107,59,35
80,96,22,95
108,19,83,83
98,11,90,82
49,44,83,106
40,102,22,60
8,46,29,5
42,70,8,81
108,44,42,5
88,121,2,121
36,127,78,80
93,76,89,34
61,104,5,59
1,81,13,92
48,60,93,116
43,120,83,40
122,62,77,88
85,62,66,127
102,122,68,87
95,80,50,60
34,13,10,14
57,23,59,33
24,92,123,116
38,78,39,99
92,124,113,8
67,100,6,67
119,0,48,29
89,121,112,87
16,39,86,110
99,2,116,65
11,120,125,84
16,32,110,66
82,113,53,24
109,124,19,43
37,19,87,105
55,102,24,74
101,74,22,53
74,93,27,34
125,34,127,52
103,106,106,70
14,17,27,29
11,61,0,111
78,14,41,22
70,68,46,83
125,105,86,23
33,70,116,36
28,116,38,17
41,36,73,3
12,41,76,81
126,111,23,115
124,11,69,48
59,60,92,119
19,72,76,70
80,46,15,15
127,15,51,120
104,77,100,16
11,92,105,80
45,110,81,69
38,118,24,53
80,8,57,7
77,20,71,57
92,108,86,27
118,50,49,80
123,6,10,32
34,76,13,105
1,91,118,49
16,53,34,116
17,32,46,67
101,21,49,22
119,120,60,28
120,127,75,77
88,86,127,49
125,94,96,24
0,94,88,5
77,121,86,11
56,18,125,28
107,7,64,53
42,72,11,77
58,82,62,0
2,8,11,95
47,32,86,29
10,21,53,103
91,42,29,7
55,106,102,23
55,12,62,77
35,66,84,62
86,65,106,1
32,50,55,91
49,78,8,51
51,25,49,81
103,114,122,32
89,74,108,83
104,65,113,52
30,92,120,90
35,55,1,67
50,77,30,120
118,118,47,105
68,41,120,43
44,112,72,32
7,25,64,41
16,119,39,75
117,82,91,21
32,54,98,2
100,1,100,102
34,61,56,20
81,115,123,9
114,124,32,88
44,83,66,110
126,3,98,5
72,125,49,58
6,45,0,81
2,124,80,124
101,72,10,107
123,124,74,3
48,29,88,72
58,125,42,93
33,55,30,10
76,81,106,78
120,123,125,72
12,123,125,51
115,58,82,60
72,43,26,52
73,17,40,88
76,49,75,16
23,116,61,3
57,114,68,38
85,8,87,88
106,103,50,53
26,97,11,70
32,112,92,81
113,123,107,57
109,85,127,45
77,99,20,0
80,111,117,7
36,7,62,53
65,20,89,16
124,116,12,41
107,15,127,100
41,50,127,103
122,106,39,34
78,69,15,125
12,27,123,121
40,78,1,103
104,42,20,14
102,127,74,6
74,9,77,46
96,45,76,67
38,122,83,12
40,111,1,10
108,6,11,48
12,86,38,122
120,30,117,31
72,97,48,48
118,36,105,25
52,13,96,86
33,46,11,56
117,88,11,19
98,21,29,22
57,86,24,75
6,87,82,117
80,119,23,6
59,19,108,88
83,79,56,47
87,125,48,71
1,82,38,72
92,63,30,119
66,5,121,123
114,111,58,51
28,95,101,105
20,67,39,34
120,25,26,98
89,122,8,115
23,94,80,33
112,96,57,74
114,111,23,120
94,18,17,64
27,91,63,83
102,64,125,13
13,33,31,38
96,77,94,111
100,35,81,7
42,55,71,33
3,123,126,51
66,2,63,60
123,91,110,14
95,67,99,7
109,66,80,23
110,59,79,106
0,1,44,28
119,126,96,49
104,2,38,106
28,56,9,16
73,27,79,13
112,83,125,116
64,36,107,19
23,92,39,54
25,70,35,32
52,33,6,122
64,14,73,25
76,34,10,37
39,114,115,96
105,25,93,105
127,11,67,56
96,111,114,7
58,5,98,124
85,26,115,25
100,56,84,10
2,6,68,52
33,44,87,80
53,63,99,2
19,67,67,6
73,68,25,88
49,9,78,98
51,105,10,45
27,36,121,3
83,4,90,60
41,23,64,14
59,0,56,101
17,46,16,28
106,81,45,111
25,108,106,29
124,45,97,104
101,29,98,21
110,55,101,18
45,39,50,20
80,78,107,89
35,114,77,25
63,101,75,126
2,75,99,113
59,93,115,51
112,86,1,10
114,116,104,20
82,57,13,21
93,26,53,126
126,69,122,25
5,118,36,102
57,27,57,37
2,33,107,127
38,67,5,120
93,45,107,2
72,118,69,22
22,65,81,47
9,89,119,86
67,18,34,31
48,31,12,43
63,75,23,46
90,25,105,109
39,115,42,106
67,96,62,37
89,19,127,121
29,108,40,101
107,115,44,51
5,125,3,100
29,114,110,30
31,104,41,62
110,20,116,61
22,110,70,51
37,123,29,53
96,114,52,23
32,44,19,104
45,114,87,12
24,41,70,83
49,93,18,120
84,96,24,5
106,89,44,7
60,73,107,70
74,100,108,120
28,1,13,1
58,41,126,61
40,88,29,70
12,25,54,109
105,4,3,55
19,122,127,88
93,29,98,116
67,45,71,109
46,78,104,32
66,45,116,22
8,56,12,76
20,52,124,100
70,21,113,35
13,85,100,0
32,109,59,100
100,56,9,116
99,34,70,73
107,2,40,6
43,103,79,34
111,86,84,107
62,39,68,10
16,58,20,90
111,48,4,55
87,27,3,4
75,106,6,7
14,87,1,47
61,38,120,26
107,117,9,64
53,19,124,82
75,14,112,50
40,39,101,66
87,99,116,8
89,69,79,46
5,95,12,111
91,49,60,101
21,52,48,101
15,90,77,87
57,45,67,98
87,69,122,109
77,7,14,4
106,115,45,63
14,64,69,7
85,55,95,124
104,95,63,79
74,33,82,94
30,111,22,6
13,59,85,40
24,112,22,81
104,104,97,105
85,46,2,98
32,113,68,50
26,6,61,49
46,87,102,41
27,78,44,81
102,30,22,12
101,38,41,122
15,124,64,47
29,29,123,126
98,98,29,84
17,63,17,113
35,114,26,44
101,47,30,10
27,47,49,19
51,32,24,65
80,62,58,40
8,23,118,110
25,41,53,127
109,125,121,50
38,82,74,92
36,63,19,29
69,74,70,118
114,48,113,55
86,97,4,101
124,48,18,7
111,124,95,4
62,18,28,5
89,69,84,37
97,127,25,88
55,105,32,35
69,16,29,2
43,81,90,116
49,31,45,36
30,70,8,121
82,76,54,59
61,35,108,126
42,102,36,62
120,82,87,94
95,12,35,54
121,100,105,126
84,109,115,11
3,87,97,92
34,45,113,77
0,18,23,24
62,39,32,125
100,90,9,119
7,88,13,90
113,41,81,18
80,80,5,124
71,71,46,104
104,78,85,117
118,101,60,53
111,22,54,10
99,86,60,41
52,113,100,2
80,89,78,4
57,28,68,78
40,104,53,118
75,89,87,82
44,34,92,27
19,46,28,84
72,29,90,19
80,52,87,16
126,109,124,109
80,90,60,61
108,98,77,18
48,40,17,66
26,29,105,35
35,51,19,30
76,53,81,85
24,7,125,22
87,70,63,87
48,124,45,81
104,107,8,29
41,0,15,72
120,62,59,115
107,123,5,116
44,29,77,73
24,38,52,79
16,8,73,117
16,53,52,95
47,34,7,32
8,112,66,33
53,94,38,73
106,82,56,67
98,49,29,93
84,17,39,68
52,5,64,15
50,107,26,57
90,6,99,50
15,76,22,114
7,76,50,118
69,125,46,14
4,57,41,20
125,25,109,9
82,80,2,2
102,76,54,110
121,17,62,4
59,77,30,20
34,107,111,107
95,98,26,75
62,14,24,26
91,14,77,26
55,109,13,98
50,5,0,51
30,111,112,14
58,76,109,6
10,117,108,112
23,74,1,83
113,103,8,4
70,8,29,93
91,35,7,62
31,23,54,109
5,89,88,88
121,31,0,126
8,93,76,117
25,74,107,126
106,62,112,41
74,91,74,64
96,112,96,4
28,76,37,84
101,14,66,103
83,23,88,19
64,76,127,6
89,70,71,87
69,91,27,30
104,30,118,121
54,19,27,3
9,74,23,62
92,106,1,70
100,30,41,15
99,70,20,93
44,21,93,119
98,126,73,80
112,91,55,100
99,69,51,15
94,74,92,1
119,34,18,52
117,113,41,96
1,108,52,25
127,72,108,119
8,38,109,65
10,92,3,2
99,4,33,67
115,111,113,2
97,27,114,108
17,3,7,35
4,87,52,10
49,14,101,11
27,125,7,96
78,23,39,24
46,9,5,101
106,54,78,82
49,100,8,17
47,114,124,86
60,32,75,45
6,58,67,57
124,95,40,9
9,62,113,113
91,84,102,104
51,17,81,127
81,80,52,61
9,43,121,38
24,126,110,54
71,104,3,46
4,2,11,27
27,103,111,57
103,97,30,19
58,24,65,117
15,46,125,36
7,35,0,96
123,8,62,75
115,66,70,54
32,66,88,54
122,94,79,127
22,122,95,62
42,94,1,5
70,32,97,103
82,56,16,123
44,19,35,81
27,100,2,84
12,10,125,21
78,16,103,82
120,36,85,57
85,106,83,17
44,25,65,125
2,41,59,79
108,57,3,101
88,99,98,120
51,91,49,12
51,23,81,3
14,50,114,80
67,72,73,79
61,115,110,57
112,55,86,92
45,116,20,105
101,112,61,87
37,116,13,28
26,107,49,1
13,119,80,106
82,65,72,48
72,41,91,127
37,99,76,65
97,101,85,60
87,31,50,98
59,33,80,56
72,44,23,89
67,24,56,80
1,46,55,105
27,46,105,4
106,71,15,66
114,47,35,9
115,77,98,92
74,30,55,24
119,13,125,87
25,121,74,16
90,110,70,26
76,106,83,65
121,21,46,2
84,124,114,64
41,33,74,19
7,34,1,56
21,103,112,67
61,83,65,124
120,124,93,19
44,79,64,125
77,54,2,70
59,32,30,33
42,54,60,52
0,11,8,115
38,98,75,66
93,97,89,84
49,34,30,64
76,22,111,117
17,4,2,113
110,83,101,119
33,92,120,71
53,35,2,58
64,67,30,83
21,52,87,0
91,81,25,40
46,23,5,41
49,43,55,7
