28,17,1,5
38,80,121,53
104,38,55,98
119,112,85,16
22,30,121,65
84,68,36,55
117,76,35,75
66,37,103,13
40,1,124,109
12,89,83,73
103,85,82,66
24,30,115,66
17,118,30,26
39,55,91,89
112,76,125,42
63,7,39,103
57,111,123,103
25,25,121,1
12,110,72,93
23,100,110,47
38,51,1,79
90,85,123,58
75,63,117,34
63,66,111,85
108,62,83,34
21,2,80,21
52,5,85,113
31,25,8,64
89,33,32,94
100,104,83,26
9,90,61,57
39,24,48,125
27,22,8,47
85,118,3,42
30,31,66,108
109,33,93,83
30,33,116,93
127,23,111,20
17,12,115,19
127,55,67,36
106,104,9,86
86,7,23,29
25,34,83,42
24,20,36,115
50,7,0,37
23,123,122,65
48,58,94,127
3,50,114,49
104,40,25,14
117,92,29,110
86,112,73,88
107,5,4,45
9,22,1,19
82,76,66,111
51,47,69,37
82,28,34,82
89,19,70,26
73,55,11,80
80,27,11,113
111,116,22,1
106,35,62,123
56,56,92,127
41,27,100,92
65,64,35,65
20,35,10,59
30,15,39,85
95,62,114,98
4,83,123,126
37,80,120,38
125,86,106,101
60,63,5,26
80,2,25,41
19,27,14,17
12,91,36,55
95,112,41,75
42,50,29,108
99,109,119,4
109,52,121,63
50,50,58,126
54,83,9,43
15,54,10,11
51,112,77,73
7,95,60,91
93,11,6,43
33,116,62,108
114,14,10,25
9,69,49,10
22,79,2,1
76,119,61,5
20,7,95,3
76,4,58,88
28,43,94,33
65,42,87,13
65,33,49,63
51,13,45,108
81,119,108,65
123,20,24,0
9,91,121,43
118,123,127,55
6,61,5,81
70,93,68,112
33,26,93,70
122,10,31,115
116,12,112,73
66,11,115,121
98,112,51,38
76,118,31,100
28,118,84,16
34,67,14,35
87,42,59,31
117,106,91,32
80,7,8,59
97,73,116,99
26,114,76,99
97,90,101,31
40,94,111,89
51,119,119,4
47,58,53,88
44,115,114,81
36,58,38,37
118,126,10,62
54,60,5,102
0,112,5,124
54,58,73,64
83,26,69,38
33,63,26,120
82,7,39,26
117,3,4,73
100,11,17,83
57,118,14,119
60,61,90,7
62,25,60,10
15,14,55,91
36,38,99,122
39,78,12,46
124,42,11,124
91,14,14,7
67,91,30,110
30,124,85,0
95,126,71,96
0,90,16,93
16,110,18,110
112,120,49,115
56,94,100,47
119,19,14,92
72,25,35,31
114,47,0,65
70,40,100,33
59,35,73,23
39,88,54,48
24,42,5,53
35,76,30,14
12,99,42,126
103,87,25,102
49,90,41,58
43,0,12,93
107,78,98,10
71,55,22,73
110,124,70,114
126,91,126,78
11,110,36,9
105,84,126,86
20,89,39,19
119,34,75,97
6,64,77,92
42,102,105,103
127,41,29,77
71,6,104,8
4,97,36,86
86,43,97,5
65,84,67,111
1,8,1,118
33,54,3,125
86,91,67,0
26,79,84,30
72,88,109,67
77,80,30,123
52,55,25,116
20,89,61,73
115,85,56,42
101,77,48,109
35,87,22,9
104,87,48,37
77,6,116,23
73,3,74,95
89,20,25,36
16,15,122,118
76,61,40,79
41,24,3,42
103,57,82,86
42,126,99,86
109,41,8,114
79,105,75,120
107,66,99,59
112,17,68,71
125,21,73,10
35,100,33,53
62,113,47,20
26,121,42,77
7,25,64,125
42,38,106,29
119,104,27,85
76,97,54,73
50,119,22,8
63,21,47,59
117,23,9,105
102,61,2,95
73,103,80,31
69,61,118,5
45,54,58,111
110,0,68,36
44,18,101,85
22,36,6,97
17,20,108,44
80,102,126,73
106,123,47,36
108,99,69,89
53,104,101,116
62,37,96,28
72,20,101,76
2,62,1,39
127,126,50,71
103,59,64,0
116,72,106,1
52,111,83,116
43,105,91,105
76,20,67,53
30,47,53,52
84,3,109,118
83,7,71,46
106,88,19,35
61,46,5,54
0,99,2,54
61,21,15,60
4,17,85,110
68,76,38,106
42,102,25,67
61,14,14,2
67,114,31,12
117,112,16,85
38,31,121,126
92,27,87,45
117,124,52,40
46,80,17,62
102,41,4,93
11,83,101,72
35,64,65,1
84,79,79,41
55,47,37,69
29,2,64,93
67,4,92,32
49,7,88,101
62,123,46,84
84,75,73,71
67,0,6,1
117,70,7,116
98,55,85,82
47,73,6,122
51,0,111,21
38,50,123,10
123,58,9,1
70,16,22,6
65,29,62,57
61,100,100,91
121,7,126,25
117,44,33,12
90,97,26,5
39,45,90,9
69,81,5,44
10,120,111,106
28,120,55,19
117,72,15,101
27,66,25,44
66,3,126,98
104,80,33,18
118,62,13,64
32,52,66,90
80,65,64,111
80,77,19,101
119,56,79,34
116,53,34,90
45,74,81,27
24,94,4,124
121,125,97,3
123,1,96,50
120,106,95,5
25,56,66,68
2,96,92,112
39,63,56,102
19,62,5,90
60,95,71,73
99,94,114,51
110,60,109,7
93,33,85,15
77,96,21,116
40,41,71,96
81,99,93,93
40,35,88,10
109,92,87,126
110,96,104,112
7,50,118,0
63,88,62,1
90,57,123,119
102,55,7,55
50,117,84,17
55,39,5,83
85,47,24,8
66,80,84,111
69,117,55,96
74,120,76,22
98,111,83,66
78,127,36,24
109,107,36,49
121,98,31,29
33,53,6,53
115,60,41,113
44,119,103,112
64,51,110,51
127,105,106,8
95,7,2,68
116,73,53,3
13,123,127,72
10,42,2,90
36,120,88,82
122,82,46,9
69,116,14,97
23,113,13,45
116,62,80,3
7,48,14,58
21,105,94,111
6,25,53,16
76,75,14,66
126,28,46,55
73,119,125,106
98,123,68,87
83,116,14,34
96,15,57,113
111,87,2,90
21,118,26,22
18,57,12,27
13,109,55,7
11,120,111,23
3,11,39,33
101,123,62,32
118,109,65,65
12,38,21,6
46,88,38,85
80,108,37,79
23,123,21,112
77,4,33,8
72,59,90,102
1,92,44,109
95,94,79,125
107,15,27,89
76,72,15,120
57,67,91,3
93,89,0,86
